activity_id,learner_id,course_id,activity_date,lesson_id,session_minutes,activities_completed,participation_rate,completion_percentage
A04452,L080,MATH04,2026-02-13,MATH04_L02,45,3,74.7,64.0
A04453,L080,READ01,2026-06-08,READ01_L10,26,3,64.8,62.4
A04454,L080,READ01,2026-03-15,READ01_L02,46,4,69.9,75.8
A04455,L080,READ01,2026-03-24,READ01_L05,38,5,51.3,20.0
A04456,L080,READ01,2025-12-01,READ01_L04,33,3,72.6,82.2
A04457,L080,READ01,2026-03-24,READ01_L02,41,3,80.7,69.4
A04458,L080,READ01,2025-09-11,READ01_L14,42,3,68.2,64.7
A04459,L080,READ01,2025-12-16,READ01_L03,43,5,89.6,72.1
A04460,L080,READ01,2026-03-18,READ01_L13,35,2,61.4,80.6
A04461,L080,READ01,2026-03-26,READ01_L05,30,5,78.3,78.3
A04462,L080,READ01,2026-07-29,READ01_L13,36,4,87.8,100.0
A04463,L080,READ01,2026-08-01,READ01_L03,39,3,77.3,83.4
A04464,L081,READ01,2026-01-31,READ01_L08,38,3,67.1,45.7
A04465,L081,READ01,2026-04-10,READ01_L12,47,5,74.0,73.0
A04466,L081,READ01,2026-02-06,READ01_L11,32,2,87.6,61.4
A04467,L081,READ01,2026-07-06,READ01_L03,43,3,64.2,69.7
A04468,L081,READ01,2026-03-03,READ01_L11,28,4,86.8,93.3
A04469,L081,READ01,2025-10-20,READ01_L14,47,3,66.7,62.1
A04470,L081,READ01,2026-03-08,READ01_L09,41,5,90.5,100.0
A04471,L081,READ01,2025-12-12,READ01_L08,47,3,68.4,61.9
A04472,L081,READ01,2026-04-17,READ01_L07,32,5,71.4,74.7
A04473,L081,READ01,2026-05-02,READ01_L05,42,3,69.7,65.8
A04474,L081,READ01,2026-06-16,READ01_L10,40,4,74.0,69.7
A04475,L081,ELA01,2025-10-17,ELA01_L07,35,3,80.4,62.8
A04476,L081,ELA01,2026-03-08,ELA01_L10,37,4,81.5,94.0
A04477,L081,ELA01,2025-12-05,ELA01_L07,26,4,69.8,73.5
A04478,L081,ELA01,2026-07-20,ELA01_L07,48,1,71.5,85.0
A04479,L081,ELA01,2025-10-18,ELA01_L01,40,1,80.0,95.4
A04480,L081,ELA01,2026-05-21,ELA01_L06,33,4,65.4,70.3
A04481,L081,ELA01,2026-04-26,ELA01_L11,44,4,78.7,81.8
A04482,L081,ELA01,2025-12-24,ELA01_L11,28,3,77.0,87.7
A04483,L081,ELA01,2026-08-18,ELA01_L12,42,3,80.3,91.2
A04484,L081,ELA01,2025-11-19,ELA01_L08,45,3,64.3,84.5
A04485,L081,ELA01,2026-05-28,ELA01_L11,51,3,61.5,56.9
A04486,L081,ELA01,2026-07-29,ELA01_L09,31,4,75.2,66.3
A04487,L081,ELA01,2025-10-13,ELA01_L05,40,3,68.0,58.8
A04488,L081,ELA01,2026-04-28,ELA01_L07,33,5,62.6,52.5
A04489,L081,ELA01,2025-10-11,ELA01_L08,38,3,67.8,94.5
A04490,L081,ELA01,2026-02-01,ELA01_L03,39,5,72.3,83.4
A04491,L081,MATH01,2026-08-17,MATH01_L05,35,6,75.5,74.3
A04492,L081,MATH01,2026-01-06,MATH01_L09,31,2,70.1,79.9
A04493,L081,MATH01,2026-04-07,MATH01_L05,37,3,54.8,81.7
A04494,L081,MATH01,2026-06-19,MATH01_L01,29,4,59.0,56.6
A04495,L081,MATH01,2026-06-10,MATH01_L02,36,2,69.2,73.5
A04496,L081,MATH01,2025-09-24,MATH01_L09,36,3,55.1,67.2
A04497,L081,MATH01,2025-10-26,MATH01_L09,34,5,87.7,83.9
A04498,L081,MATH01,2026-04-06,MATH01_L07,51,4,65.9,65.9
A04499,L081,MATH01,2025-10-19,MATH01_L08,39,4,79.1,63.2
A04500,L081,MATH01,2026-08-05,MATH01_L12,42,4,71.5,82.3
A04501,L081,MATH01,2026-06-19,MATH01_L05,30,2,76.7,74.8
A04502,L081,MATH01,2026-03-01,MATH01_L05,39,3,69.4,62.0
A04503,L081,SCI01,2026-05-16,SCI01_L01,38,3,82.0,82.3
A04504,L081,SCI01,2025-10-29,SCI01_L12,39,4,84.7,75.6
A04505,L081,SCI01,2026-08-05,SCI01_L08,55,3,81.8,67.7
A04506,L081,SCI01,2025-12-01,SCI01_L03,44,4,75.0,62.4
A04507,L081,SCI01,2026-03-21,SCI01_L01,41,3,72.8,80.0
A04508,L081,SCI01,2025-10-13,SCI01_L07,39,4,82.9,92.9
A04509,L081,SCI01,2026-08-27,SCI01_L05,29,3,66.8,60.9
A04510,L081,SCI01,2026-02-08,SCI01_L10,51,6,67.2,63.0
A04511,L081,SCI01,2026-04-21,SCI01_L11,35,5,74.4,90.0
A04512,L081,SCI01,2026-04-19,SCI01_L10,40,2,59.4,80.5
A04513,L081,SCI01,2026-01-14,SCI01_L06,30,3,77.1,73.7
A04514,L082,MATH04,2025-12-18,MATH04_L06,41,2,64.8,86.9
A04515,L082,MATH04,2025-10-11,MATH04_L09,26,3,73.4,94.0
A04516,L082,MATH04,2026-08-11,MATH04_L04,30,4,70.5,100.0
A04517,L082,MATH04,2026-04-11,MATH04_L01,28,3,61.4,64.4
A04518,L082,MATH04,2025-09-03,MATH04_L13,36,2,56.4,48.4
A04519,L082,MATH04,2025-10-30,MATH04_L01,19,4,66.7,42.5
A04520,L082,MATH04,2025-11-27,MATH04_L16,29,3,46.7,62.6
A04521,L082,MATH04,2026-04-24,MATH04_L13,31,4,61.1,50.6
A04522,L082,MATH04,2026-08-03,MATH04_L16,23,3,61.7,60.2
A04523,L082,MATH04,2026-02-03,MATH04_L12,34,3,54.2,68.3
A04524,L082,MATH04,2026-08-20,MATH04_L13,32,2,47.8,58.2
A04525,L082,MATH04,2026-02-02,MATH04_L03,37,2,66.6,77.3
A04526,L082,SCI03,2025-11-09,SCI03_L01,19,2,48.4,48.0
A04527,L082,SCI03,2025-12-07,SCI03_L02,10,4,66.0,67.6
A04528,L082,SCI03,2025-09-09,SCI03_L12,33,4,48.1,55.2
A04529,L082,SCI03,2025-12-06,SCI03_L14,22,3,69.4,58.3
A04530,L082,SCI03,2025-09-14,SCI03_L04,38,6,74.3,68.7
A04531,L082,SCI03,2026-05-05,SCI03_L11,32,4,54.8,50.4
A04532,L082,SCI03,2025-11-14,SCI03_L11,33,3,61.6,53.8
A04533,L082,SCI03,2026-01-02,SCI03_L07,31,3,59.5,70.8
A04534,L082,SCI03,2026-07-18,SCI03_L14,26,3,74.7,64.8
A04535,L082,SCI03,2026-06-03,SCI03_L04,28,3,62.1,75.3
A04536,L082,SCI03,2025-10-15,SCI03_L05,37,3,40.4,45.9
A04537,L082,SCI03,2026-04-26,SCI03_L03,42,4,53.4,60.2
A04538,L082,READ01,2026-04-05,READ01_L01,27,2,66.9,76.0
A04539,L082,READ01,2025-10-30,READ01_L03,44,3,54.5,60.5
A04540,L082,READ01,2025-11-18,READ01_L12,27,3,77.4,90.0
A04541,L082,READ01,2026-08-26,READ01_L08,30,3,68.2,65.4
A04542,L082,READ01,2026-05-07,READ01_L08,30,3,72.2,67.1
A04543,L082,READ01,2025-09-11,READ01_L14,34,2,66.2,54.6
A04544,L082,READ01,2026-04-19,READ01_L10,26,4,44.6,60.5
A04545,L082,READ01,2026-01-03,READ01_L04,37,3,66.1,75.4
A04546,L082,READ01,2026-01-29,READ01_L10,47,3,62.9,79.0
A04547,L082,READ01,2026-03-20,READ01_L01,39,1,67.6,78.7
A04548,L082,READ01,2026-02-18,READ01_L01,29,2,59.6,59.5
A04549,L082,READ01,2025-10-23,READ01_L11,22,2,60.9,66.7
A04550,L082,READ01,2026-04-10,READ01_L07,34,4,67.6,66.5
A04551,L082,READ01,2026-05-12,READ01_L12,25,1,60.2,82.4
A04552,L082,READ01,2026-06-24,READ01_L10,22,3,69.6,68.4
A04553,L082,READ01,2026-06-11,READ01_L05,29,3,58.4,68.2
A04554,L082,READ01,2025-09-19,READ01_L08,32,3,63.8,75.1
A04555,L082,ELA04,2026-05-07,ELA04_L16,33,3,64.3,68.4
A04556,L082,ELA04,2025-12-28,ELA04_L02,39,2,56.8,51.9
A04557,L082,ELA04,2026-05-29,ELA04_L01,24,1,65.5,66.2
A04558,L082,ELA04,2026-04-05,ELA04_L11,22,4,47.0,44.6
A04559,L082,ELA04,2026-06-11,ELA04_L03,23,3,70.9,75.7
A04560,L082,ELA04,2026-01-16,ELA04_L14,41,4,51.2,31.9
A04561,L082,ELA04,2026-05-01,ELA04_L04,36,2,60.3,42.5
A04562,L082,ELA04,2026-05-12,ELA04_L12,50,3,62.8,81.7
A04563,L082,ELA04,2026-04-18,ELA04_L14,34,4,54.6,54.5
A04564,L082,ELA04,2025-09-11,ELA04_L06,38,5,58.2,61.8
A04565,L082,ELA04,2026-01-26,ELA04_L07,31,6,56.5,58.1
A04566,L082,ELA04,2026-04-29,ELA04_L12,24,1,55.8,60.2
A04567,L082,ELA04,2026-04-13,ELA04_L08,30,3,65.8,51.8
A04568,L082,ELA04,2026-05-18,ELA04_L08,37,2,61.7,81.9
A04569,L082,ELA04,2026-06-28,ELA04_L11,35,4,53.9,53.0
A04570,L082,ELA04,2026-07-06,ELA04_L15,21,4,59.1,57.0
A04571,L083,MATH04,2026-01-29,MATH04_L13,40,3,71.5,69.1
A04572,L083,MATH04,2026-04-02,MATH04_L12,26,5,77.8,68.9
A04573,L083,MATH04,2026-04-30,MATH04_L06,36,6,57.7,34.8
A04574,L083,MATH04,2026-07-16,MATH04_L07,38,3,66.0,70.6
A04575,L083,MATH04,2026-01-23,MATH04_L03,30,3,61.4,47.9
A04576,L083,MATH04,2026-08-08,MATH04_L16,32,3,66.8,70.6
A04577,L083,MATH04,2025-11-06,MATH04_L06,33,6,52.6,39.6
A04578,L083,MATH04,2025-12-12,MATH04_L06,35,3,77.4,61.6
A04579,L083,MATH04,2026-07-08,MATH04_L16,46,3,68.3,67.3
A04580,L083,MATH04,2025-10-22,MATH04_L14,37,2,75.2,76.4
A04581,L083,MATH04,2026-05-11,MATH04_L10,34,1,79.3,83.9
A04582,L083,MATH04,2025-12-30,MATH04_L07,20,2,65.6,77.3
A04583,L083,READ01,2025-09-25,READ01_L01,27,3,61.3,53.6
A04584,L083,READ01,2026-03-03,READ01_L05,33,2,68.0,61.8
A04585,L083,READ01,2026-03-02,READ01_L11,35,3,70.7,94.0
A04586,L083,READ01,2025-11-21,READ01_L03,41,3,73.0,75.7
A04587,L083,READ01,2026-05-16,READ01_L01,41,3,63.7,66.4
A04588,L083,READ01,2025-10-03,READ01_L06,35,6,68.4,60.4
A04589,L083,READ01,2026-04-09,READ01_L02,40,3,61.8,58.3
A04590,L083,READ01,2026-07-14,READ01_L04,39,4,58.5,54.7
A04591,L083,READ01,2025-11-01,READ01_L09,20,3,72.9,70.8
A04592,L083,READ01,2025-12-24,READ01_L08,21,3,57.8,66.1
A04593,L083,READ01,2026-01-11,READ01_L06,30,4,77.4,85.1
A04594,L083,READ01,2026-03-01,READ01_L13,32,2,76.9,77.8
A04595,L083,READ01,2025-09-24,READ01_L13,29,3,59.0,55.0
A04596,L083,READ01,2026-06-13,READ01_L05,40,3,68.3,73.0
A04597,L083,READ01,2025-11-17,READ01_L14,42,3,67.3,66.3
A04598,L083,READ01,2026-08-20,READ01_L14,33,3,64.2,53.6
A04599,L083,READ01,2026-05-22,READ01_L10,26,3,73.4,85.6
A04600,L083,READ01,2026-08-09,READ01_L02,41,3,64.3,51.7
A04601,L083,ELA04,2026-04-13,ELA04_L15,45,2,54.4,63.4
A04602,L083,ELA04,2025-10-27,ELA04_L04,45,6,59.2,38.9
A04603,L083,ELA04,2026-07-10,ELA04_L04,41,4,58.5,67.8
A04604,L083,ELA04,2026-06-15,ELA04_L02,51,3,62.6,48.0
A04605,L083,ELA04,2026-05-18,ELA04_L04,25,5,65.1,57.2
A04606,L083,ELA04,2025-11-25,ELA04_L04,31,3,71.1,48.2
A04607,L083,ELA04,2025-12-15,ELA04_L12,45,2,71.9,53.4
A04608,L083,ELA04,2025-11-20,ELA04_L10,21,5,73.6,62.7
A04609,L083,ELA04,2026-08-29,ELA04_L15,37,2,58.3,49.8
A04610,L083,ELA04,2026-05-18,ELA04_L16,15,5,70.0,70.5
A04611,L083,SCI03,2025-11-18,SCI03_L11,27,4,56.8,64.0
A04612,L083,SCI03,2026-03-06,SCI03_L06,29,4,78.3,83.4
A04613,L083,SCI03,2025-11-10,SCI03_L02,44,3,72.7,71.4
A04614,L083,SCI03,2025-12-13,SCI03_L08,34,4,62.3,42.4
A04615,L083,SCI03,2026-04-01,SCI03_L13,26,3,76.0,91.0
A04616,L083,SCI03,2025-09-04,SCI03_L04,37,2,69.8,57.3
A04617,L083,SCI03,2026-05-01,SCI03_L06,30,3,74.7,86.3
A04618,L083,SCI03,2026-01-25,SCI03_L09,37,3,58.8,58.7
A04619,L083,SCI03,2025-11-27,SCI03_L02,30,2,63.0,68.8
A04620,L083,SCI03,2026-01-15,SCI03_L06,42,3,61.8,49.1
A04621,L083,SCI03,2026-04-01,SCI03_L06,31,4,65.3,60.8
A04622,L084,SCI03,2025-11-17,SCI03_L13,44,4,57.7,77.6
A04623,L084,SCI03,2026-05-30,SCI03_L07,25,4,69.9,88.2
A04624,L084,SCI03,2025-12-26,SCI03_L03,40,4,72.1,68.5
A04625,L084,SCI03,2026-04-08,SCI03_L07,30,1,53.2,69.3
A04626,L084,SCI03,2026-03-29,SCI03_L15,43,2,57.6,70.6
A04627,L084,SCI03,2026-04-23,SCI03_L14,22,5,55.9,69.2
A04628,L084,SCI03,2026-05-23,SCI03_L13,33,3,61.6,63.9
A04629,L084,SCI03,2026-08-16,SCI03_L06,29,5,53.5,85.6
A04630,L084,SCI03,2025-09-16,SCI03_L08,36,3,72.4,62.8
A04631,L084,SCI03,2025-11-14,SCI03_L13,28,5,54.0,75.7
A04632,L084,SCI03,2025-09-06,SCI03_L12,25,4,65.8,63.0
A04633,L084,SCI03,2026-05-23,SCI03_L02,35,2,42.6,32.9
A04634,L084,SCI03,2025-10-14,SCI03_L06,28,3,57.9,56.9
A04635,L084,ELA04,2026-03-25,ELA04_L06,45,2,44.9,33.4
A04636,L084,ELA04,2026-04-11,ELA04_L02,32,4,57.2,60.5
A04637,L084,ELA04,2026-03-21,ELA04_L02,35,3,64.4,68.1
A04638,L084,ELA04,2026-08-05,ELA04_L05,30,4,44.4,91.7
A04639,L084,ELA04,2026-06-22,ELA04_L02,36,2,50.2,74.8
A04640,L084,ELA04,2026-07-21,ELA04_L10,37,2,49.0,45.2
A04641,L084,ELA04,2026-04-03,ELA04_L13,41,2,59.6,67.6
A04642,L084,ELA04,2026-08-15,ELA04_L10,35,4,60.0,44.6
A04643,L084,ELA04,2026-02-08,ELA04_L12,28,4,66.4,70.4
A04644,L084,ELA04,2025-09-05,ELA04_L09,28,4,58.2,73.3
A04645,L084,ELA04,2026-05-29,ELA04_L05,23,4,55.6,38.2
A04646,L084,ELA04,2026-08-25,ELA04_L13,24,3,49.4,33.4
A04647,L084,ELA04,2026-04-17,ELA04_L07,23,4,44.4,29.1
A04648,L084,ELA04,2026-06-06,ELA04_L15,48,3,57.1,61.3
A04649,L084,ELA04,2026-08-24,ELA04_L12,50,2,52.3,49.6
A04650,L084,READ01,2025-12-11,READ01_L05,31,3,70.4,67.0
A04651,L084,READ01,2025-10-14,READ01_L01,35,4,57.7,50.0
A04652,L084,READ01,2026-06-03,READ01_L06,28,2,53.7,34.7
A04653,L084,READ01,2026-03-19,READ01_L12,40,4,62.2,33.7
A04654,L084,READ01,2025-11-04,READ01_L09,24,3,57.9,52.9
A04655,L084,READ01,2026-06-04,READ01_L05,32,1,64.6,53.0
A04656,L084,READ01,2025-12-19,READ01_L02,33,2,59.9,41.5
A04657,L084,READ01,2026-05-20,READ01_L09,21,1,60.3,55.0
A04658,L084,READ01,2026-02-07,READ01_L09,25,2,56.0,56.1
A04659,L084,READ01,2026-02-22,READ01_L13,33,3,54.1,56.1
A04660,L084,READ01,2026-07-23,READ01_L03,39,4,66.9,77.0
A04661,L084,READ01,2025-09-12,READ01_L01,29,3,61.8,51.2
A04662,L084,READ01,2026-06-04,READ01_L10,38,2,59.9,59.5
A04663,L084,READ01,2026-01-11,READ01_L04,34,2,54.5,45.6
A04664,L084,READ01,2026-02-03,READ01_L12,36,3,54.4,49.3
A04665,L084,READ01,2026-04-05,READ01_L09,29,4,62.0,50.3
A04666,L084,MATH04,2025-10-01,MATH04_L12,21,3,58.4,38.2
A04667,L084,MATH04,2026-01-11,MATH04_L12,39,4,65.8,66.2
A04668,L084,MATH04,2025-11-03,MATH04_L02,26,5,52.8,70.1
A04669,L084,MATH04,2026-07-31,MATH04_L04,28,4,60.8,52.5
A04670,L084,MATH04,2026-04-18,MATH04_L10,43,2,61.7,71.7
A04671,L084,MATH04,2026-06-21,MATH04_L01,32,2,64.0,55.3
A04672,L084,MATH04,2026-04-21,MATH04_L11,21,3,62.2,68.7
A04673,L084,MATH04,2025-12-30,MATH04_L08,21,4,67.8,88.1
A04674,L084,MATH04,2026-02-27,MATH04_L10,24,3,63.2,62.6
A04675,L084,MATH04,2026-01-24,MATH04_L05,33,3,62.0,60.9
A04676,L084,MATH04,2026-03-13,MATH04_L08,29,3,62.0,55.1
A04677,L085,MATH01,2026-02-15,MATH01_L09,52,5,100.0,100.0
A04678,L085,MATH01,2026-06-26,MATH01_L04,42,3,93.8,90.6
A04679,L085,MATH01,2026-03-04,MATH01_L08,32,3,84.7,90.6
A04680,L085,MATH01,2025-10-21,MATH01_L03,31,4,90.0,100.0
A04681,L085,MATH01,2026-08-31,MATH01_L07,42,4,80.4,86.4
A04682,L085,MATH01,2026-03-30,MATH01_L02,41,5,80.5,83.3
A04683,L085,MATH01,2025-10-18,MATH01_L01,43,7,88.0,100.0
A04684,L085,MATH01,2026-04-06,MATH01_L03,22,5,82.3,84.5
A04685,L085,MATH01,2026-05-02,MATH01_L04,43,4,95.9,100.0
A04686,L085,MATH01,2026-04-17,MATH01_L02,30,4,97.5,96.3
A04687,L085,MATH01,2026-03-09,MATH01_L11,39,5,88.2,100.0
A04688,L085,ELA01,2026-03-26,ELA01_L10,45,4,100.0,98.2
A04689,L085,ELA01,2026-06-14,ELA01_L09,45,5,86.8,100.0
A04690,L085,ELA01,2026-03-22,ELA01_L05,44,7,83.7,76.7
A04691,L085,ELA01,2026-06-27,ELA01_L08,33,4,88.6,79.2
A04692,L085,ELA01,2026-07-23,ELA01_L07,42,3,95.8,100.0
A04693,L085,ELA01,2026-04-14,ELA01_L12,48,3,88.8,93.3
A04694,L085,ELA01,2026-05-09,ELA01_L12,37,3,93.6,93.1
A04695,L085,ELA01,2026-04-02,ELA01_L03,50,4,97.2,81.8
A04696,L085,ELA01,2025-11-13,ELA01_L09,37,5,83.9,82.7
A04697,L085,ELA01,2025-11-05,ELA01_L08,50,5,81.4,86.6
A04698,L085,ELA01,2026-08-31,ELA01_L08,21,3,73.6,67.8
A04699,L085,ELA01,2025-11-06,ELA01_L12,22,6,92.0,94.0
A04700,L085,ELA01,2026-05-21,ELA01_L09,34,5,98.3,99.3
A04701,L085,ELA01,2025-10-31,ELA01_L12,39,5,93.9,100.0
A04702,L085,ELA01,2025-12-18,ELA01_L08,43,2,82.2,90.6
A04703,L085,ELA01,2026-05-01,ELA01_L01,31,4,100.0,100.0
A04704,L085,ELA01,2025-11-20,ELA01_L09,42,4,87.6,82.5
A04705,L085,ELA01,2026-03-09,ELA01_L02,41,3,86.7,85.9
A04706,L085,SCI01,2025-10-27,SCI01_L02,37,3,99.9,98.1
A04707,L085,SCI01,2026-03-09,SCI01_L10,30,5,81.7,73.1
A04708,L085,SCI01,2026-01-27,SCI01_L01,42,3,82.4,61.5
A04709,L085,SCI01,2026-05-26,SCI01_L03,25,3,92.8,71.2
A04710,L085,SCI01,2025-10-31,SCI01_L06,44,4,83.5,100.0
A04711,L085,SCI01,2026-02-04,SCI01_L06,33,3,96.1,100.0
A04712,L085,SCI01,2026-02-03,SCI01_L05,45,4,95.9,99.2
A04713,L085,SCI01,2026-05-07,SCI01_L01,42,4,75.5,64.7
A04714,L085,SCI01,2025-11-13,SCI01_L03,53,4,83.1,100.0
A04715,L085,SCI01,2026-06-29,SCI01_L07,37,3,73.5,59.0
A04716,L085,SCI01,2025-09-25,SCI01_L05,43,5,80.8,72.6
A04717,L085,SCI01,2026-01-24,SCI01_L04,53,4,69.6,56.2
A04718,L085,SCI01,2025-12-03,SCI01_L12,42,4,89.6,91.4
A04719,L085,SCI01,2026-05-09,SCI01_L01,47,3,78.1,70.9
A04720,L085,SCI01,2025-11-02,SCI01_L09,50,6,92.6,100.0
A04721,L085,SCI01,2026-02-26,SCI01_L02,28,6,84.8,100.0
A04722,L085,READ01,2026-04-02,READ01_L08,48,4,82.0,100.0
A04723,L085,READ01,2026-06-21,READ01_L05,57,5,83.3,100.0
A04724,L085,READ01,2026-06-17,READ01_L08,44,3,83.7,93.8
A04725,L085,READ01,2026-02-20,READ01_L13,60,5,94.6,100.0
A04726,L085,READ01,2026-03-13,READ01_L08,45,4,83.6,85.0
A04727,L085,READ01,2026-07-08,READ01_L03,38,4,88.8,84.3
A04728,L085,READ01,2025-11-10,READ01_L09,49,5,84.4,88.5
A04729,L085,READ01,2026-07-23,READ01_L08,44,5,75.7,71.0
A04730,L085,READ01,2026-04-19,READ01_L11,22,5,100.0,100.0
A04731,L085,READ01,2026-04-18,READ01_L03,42,5,91.7,100.0
A04732,L086,ELA04,2025-10-16,ELA04_L14,44,4,84.4,71.3
A04733,L086,ELA04,2026-03-18,ELA04_L08,37,3,95.9,89.5
A04734,L086,ELA04,2026-03-22,ELA04_L11,50,5,83.8,100.0
A04735,L086,ELA04,2026-06-04,ELA04_L02,49,7,84.9,89.1
A04736,L086,ELA04,2026-08-10,ELA04_L15,47,3,97.1,100.0
A04737,L086,ELA04,2026-01-21,ELA04_L03,39,4,92.7,100.0
A04738,L086,ELA04,2025-11-24,ELA04_L01,59,5,82.4,67.7
A04739,L086,ELA04,2026-06-20,ELA04_L10,39,7,86.1,75.5
A04740,L086,ELA04,2026-06-15,ELA04_L04,37,5,89.3,83.0
A04741,L086,ELA04,2026-07-27,ELA04_L03,40,4,81.1,74.0
A04742,L086,ELA04,2025-12-08,ELA04_L02,51,4,85.9,72.3
A04743,L086,ELA04,2026-06-19,ELA04_L07,42,3,86.5,100.0
A04744,L086,ELA04,2026-05-02,ELA04_L01,53,5,97.1,72.0
A04745,L086,ELA04,2025-11-01,ELA04_L06,35,4,100.0,100.0
A04746,L086,ELA04,2025-09-10,ELA04_L09,50,5,100.0,96.3
A04747,L086,MATH04,2026-01-04,MATH04_L15,44,4,87.6,98.3
A04748,L086,MATH04,2025-10-14,MATH04_L11,46,2,96.8,98.4
A04749,L086,MATH04,2026-03-25,MATH04_L02,43,4,89.3,73.4
A04750,L086,MATH04,2026-05-10,MATH04_L01,39,5,93.9,85.9
A04751,L086,MATH04,2026-02-22,MATH04_L14,50,5,100.0,97.4
A04752,L086,MATH04,2025-12-02,MATH04_L14,45,5,97.0,100.0
A04753,L086,MATH04,2025-09-13,MATH04_L11,32,3,100.0,90.6
A04754,L086,MATH04,2026-03-15,MATH04_L09,41,5,78.2,77.9
A04755,L086,MATH04,2025-10-17,MATH04_L04,51,5,85.9,90.0
A04756,L086,MATH04,2025-10-21,MATH04_L06,41,7,99.4,94.1
A04757,L086,MATH04,2026-01-25,MATH04_L05,34,5,100.0,92.3
A04758,L086,MATH04,2025-12-03,MATH04_L09,38,5,99.2,91.4
A04759,L086,MATH04,2025-10-16,MATH04_L05,36,6,97.7,85.7
A04760,L086,READ01,2026-03-28,READ01_L11,49,4,79.4,79.4
A04761,L086,READ01,2025-11-26,READ01_L01,31,4,87.6,100.0
A04762,L086,READ01,2026-07-12,READ01_L06,43,6,98.2,85.5
A04763,L086,READ01,2025-12-02,READ01_L01,45,4,87.6,84.6
A04764,L086,READ01,2025-09-30,READ01_L05,25,5,80.6,83.5
A04765,L086,READ01,2026-03-19,READ01_L02,38,4,97.4,97.5
A04766,L086,READ01,2026-02-11,READ01_L03,40,5,97.0,85.0
A04767,L086,READ01,2026-03-31,READ01_L06,41,6,88.9,91.4
A04768,L086,READ01,2026-01-11,READ01_L07,31,5,100.0,100.0
A04769,L086,READ01,2025-11-01,READ01_L01,35,6,95.2,95.3
A04770,L086,READ01,2025-12-13,READ01_L04,41,4,81.5,100.0
A04771,L086,READ01,2026-07-03,READ01_L10,42,4,98.6,100.0
A04772,L086,READ01,2025-12-31,READ01_L08,18,5,98.2,98.5
A04773,L086,READ01,2026-05-19,READ01_L13,49,7,79.7,86.4
A04774,L086,SCI03,2026-03-17,SCI03_L02,56,4,99.0,76.7
A04775,L086,SCI03,2026-01-16,SCI03_L01,40,3,95.5,94.5
A04776,L086,SCI03,2026-02-10,SCI03_L08,40,4,96.0,93.3
A04777,L086,SCI03,2026-06-11,SCI03_L07,26,4,90.0,73.9
A04778,L086,SCI03,2025-10-04,SCI03_L08,29,6,95.5,90.6
A04779,L086,SCI03,2025-09-15,SCI03_L07,44,4,85.9,89.2
A04780,L086,SCI03,2026-07-22,SCI03_L04,37,5,84.3,70.7
A04781,L086,SCI03,2025-09-10,SCI03_L05,44,4,80.1,82.1
A04782,L086,SCI03,2026-06-11,SCI03_L10,42,5,92.8,94.0
A04783,L086,SCI03,2026-08-12,SCI03_L02,28,6,74.1,74.1
A04784,L086,SCI03,2026-01-05,SCI03_L13,39,4,97.8,92.4
A04785,L086,SCI03,2026-06-12,SCI03_L11,44,4,100.0,80.2
A04786,L086,SCI03,2025-11-04,SCI03_L05,40,5,100.0,100.0
A04787,L086,SCI03,2026-06-18,SCI03_L07,47,4,86.5,74.6
A04788,L086,SCI03,2026-04-17,SCI03_L02,40,5,99.5,100.0
A04789,L086,SCI03,2026-07-23,SCI03_L09,29,4,95.3,91.4
A04790,L086,SCI03,2025-12-14,SCI03_L13,45,6,83.6,99.7
A04791,L086,SCI03,2025-11-12,SCI03_L06,44,5,87.5,94.9
A04792,L087,READ01,2025-11-26,READ01_L13,54,5,77.3,88.7
A04793,L087,READ01,2026-01-04,READ01_L09,44,3,93.9,92.3
A04794,L087,READ01,2026-04-05,READ01_L09,43,4,71.1,70.6
A04795,L087,READ01,2026-04-20,READ01_L01,36,4,93.9,94.2
A04796,L087,READ01,2025-09-01,READ01_L14,38,2,69.6,62.5
A04797,L087,READ01,2026-04-26,READ01_L14,43,4,91.1,91.6
A04798,L087,READ01,2026-07-15,READ01_L05,40,7,75.7,97.8
A04799,L087,READ01,2026-08-01,READ01_L03,41,3,84.7,75.1
A04800,L087,READ01,2025-09-01,READ01_L01,36,5,87.2,100.0
A04801,L087,READ01,2026-05-05,READ01_L05,41,3,87.0,95.9
A04802,L087,READ01,2026-07-04,READ01_L05,36,5,75.1,87.5
A04803,L087,READ01,2026-08-15,READ01_L07,37,4,80.6,66.2
A04804,L087,READ01,2026-02-27,READ01_L14,27,5,79.2,84.0
A04805,L087,READ01,2026-07-21,READ01_L04,32,3,88.8,89.4
A04806,L087,READ01,2026-06-27,READ01_L14,39,4,84.8,100.0
A04807,L087,READ01,2026-05-20,READ01_L05,56,5,87.7,100.0
A04808,L087,READ01,2025-09-24,READ01_L03,45,4,75.7,55.7
A04809,L087,READ01,2026-06-01,READ01_L10,37,3,96.3,91.3
A04810,L087,ELA04,2026-02-01,ELA04_L03,34,4,77.9,98.7
A04811,L087,ELA04,2026-03-22,ELA04_L04,53,5,79.0,83.7
A04812,L087,ELA04,2025-11-11,ELA04_L09,40,6,90.3,97.1
A04813,L087,ELA04,2026-04-10,ELA04_L07,42,5,71.0,67.5
A04814,L087,ELA04,2026-07-10,ELA04_L11,35,3,85.3,66.7
